,Organism,Protein Length
6363,Organism7,452
6364,Organism7,14
6365,Organism7,911
6366,Organism7,267
6367,Organism7,2003
6368,Organism7,175
6369,Organism7,424
6370,Organism7,115
6371,Organism7,255
6372,Organism7,369
6373,Organism7,104
6374,Organism7,481
6375,Organism7,308
6376,Organism7,26
6377,Organism7,472
6378,Organism7,291
6379,Organism7,140
6380,Organism7,313
6381,Organism7,1218
6382,Organism7,140
6383,Organism7,503
6384,Organism7,213
6385,Organism7,300
6386,Organism7,252
6387,Organism7,590
6388,Organism7,497
6389,Organism7,652
6390,Organism7,31
6391,Organism7,297
6392,Organism7,295
6393,Organism7,71
6394,Organism7,135
6395,Organism7,559
6396,Organism7,317
6397,Organism7,195
6398,Organism7,1277
6399,Organism7,59
6400,Organism7,156
6401,Organism7,72
6402,Organism7,850
6403,Organism7,1314
6404,Organism7,174
6405,Organism7,45
6406,Organism7,45
6407,Organism7,111
6408,Organism7,699
6409,Organism7,18
6410,Organism7,324
6411,Organism7,211
6412,Organism7,21
6413,Organism7,32
6414,Organism7,70
6415,Organism7,8
6416,Organism7,1317
6417,Organism7,392
6418,Organism7,393
6419,Organism7,688
6420,Organism7,344
6421,Organism7,13
6422,Organism7,18
6423,Organism7,350
6424,Organism7,32
6425,Organism7,327
6426,Organism7,41
6427,Organism7,5432
6428,Organism7,27
6429,Organism7,67
6430,Organism7,547
6431,Organism7,1688
6432,Organism7,289
6433,Organism7,21
6434,Organism7,298
6435,Organism7,191
6436,Organism7,120
6437,Organism7,354
6438,Organism7,560
6439,Organism7,22
6440,Organism7,1153
6441,Organism7,84
6442,Organism7,300
6443,Organism7,840
6444,Organism7,1436
6445,Organism7,46
6446,Organism7,382
6447,Organism7,304
6448,Organism7,34
6449,Organism7,32
6450,Organism7,38
6451,Organism7,987
6452,Organism7,26
6453,Organism7,270
6454,Organism7,108
6455,Organism7,126
6456,Organism7,541
6457,Organism7,55
6458,Organism7,1581
6459,Organism7,753
6460,Organism7,313
6461,Organism7,20
6462,Organism7,149
6463,Organism7,380
6464,Organism7,100
6465,Organism7,656
6466,Organism7,50
6467,Organism7,741
6468,Organism7,86
6469,Organism7,284
6470,Organism7,942
6471,Organism7,222
6472,Organism7,720
6473,Organism7,56
6474,Organism7,790
6475,Organism7,254
6476,Organism7,124
6477,Organism7,297
6478,Organism7,44
6479,Organism7,239
6480,Organism7,656
6481,Organism7,57
6482,Organism7,287
6483,Organism7,177
6484,Organism7,75
6485,Organism7,644
6486,Organism7,283
6487,Organism7,331
6488,Organism7,10
6489,Organism7,519
6490,Organism7,422
6491,Organism7,223
6492,Organism7,393
6493,Organism7,2065
6494,Organism7,371
6495,Organism7,227
6496,Organism7,3283
6497,Organism7,634
6498,Organism7,208
6499,Organism7,414
6500,Organism7,731
6501,Organism7,808
6502,Organism7,43
6503,Organism7,2093
6504,Organism7,246
6505,Organism7,325
6506,Organism7,401
6507,Organism7,373
6508,Organism7,140
6509,Organism7,427
6510,Organism7,349
6511,Organism7,281
6512,Organism7,301
6513,Organism7,3663
6514,Organism7,168
6515,Organism7,70
6516,Organism7,83
6517,Organism7,281
6518,Organism7,298
6519,Organism7,625
6520,Organism7,433
6521,Organism7,579
6522,Organism7,41
6523,Organism7,501
6524,Organism7,297
6525,Organism7,259
6526,Organism7,303
6527,Organism7,274
6528,Organism7,255
6529,Organism7,774
6530,Organism7,351
6531,Organism7,658
6532,Organism7,657
6533,Organism7,297
6534,Organism7,998
6535,Organism7,96
6536,Organism7,636
6537,Organism7,17
6538,Organism7,36
6539,Organism7,40
6540,Organism7,308
6541,Organism7,3189
6542,Organism7,826
6543,Organism7,561
6544,Organism7,218
6545,Organism7,710
6546,Organism7,176
6547,Organism7,268
6548,Organism7,149
6549,Organism7,314
6550,Organism7,210
6551,Organism7,275
6552,Organism7,298
6553,Organism7,67
6554,Organism7,37
6555,Organism7,12
6556,Organism7,611
6557,Organism7,36
6558,Organism7,665
6559,Organism7,222
6560,Organism7,49
6561,Organism7,292
6562,Organism7,159
6563,Organism7,322
6564,Organism7,252
6565,Organism7,887
6566,Organism7,569
6567,Organism7,431
6568,Organism7,93
6569,Organism7,690
6570,Organism7,290
6571,Organism7,274
6572,Organism7,79
6573,Organism7,148
6574,Organism7,436
6575,Organism7,847
6576,Organism7,330
6577,Organism7,340
6578,Organism7,307
6579,Organism7,162
6580,Organism7,451
6581,Organism7,2341
6582,Organism7,31
6583,Organism7,248
6584,Organism7,568
6585,Organism7,193
6586,Organism7,173
6587,Organism7,296
6588,Organism7,136
6589,Organism7,330
6590,Organism7,239
6591,Organism7,26
6592,Organism7,1225
6593,Organism7,876
6594,Organism7,124
6595,Organism7,47
6596,Organism7,173
6597,Organism7,304
6598,Organism7,1991
6599,Organism7,378
6600,Organism7,852
6601,Organism7,19
6602,Organism7,31
6603,Organism7,103
6604,Organism7,263
6605,Organism7,1018
6606,Organism7,191
6607,Organism7,38
6608,Organism7,811
6609,Organism7,342
6610,Organism7,35
6611,Organism7,307
6612,Organism7,815
6613,Organism7,422
6614,Organism7,254
6615,Organism7,285
6616,Organism7,50
6617,Organism7,147
6618,Organism7,429
6619,Organism7,19
6620,Organism7,730
6621,Organism7,306
6622,Organism7,30
6623,Organism7,711
6624,Organism7,442
6625,Organism7,425
6626,Organism7,882
6627,Organism7,649
6628,Organism7,618
6629,Organism7,231
6630,Organism7,545
6631,Organism7,296
6632,Organism7,852
6633,Organism7,114
6634,Organism7,337
6635,Organism7,210
6636,Organism7,306
6637,Organism7,294
6638,Organism7,177
6639,Organism7,85
6640,Organism7,52
6641,Organism7,85
6642,Organism7,354
6643,Organism7,246
6644,Organism7,367
6645,Organism7,19
6646,Organism7,27
6647,Organism7,49
6648,Organism7,74
6649,Organism7,281
6650,Organism7,281
6651,Organism7,28
6652,Organism7,566
6653,Organism7,778
6654,Organism7,99
6655,Organism7,184
6656,Organism7,80
6657,Organism7,22
6658,Organism7,1350
6659,Organism7,28
6660,Organism7,297
6661,Organism7,79
6662,Organism7,14
6663,Organism7,16
6664,Organism7,31
6665,Organism7,33
6666,Organism7,231
6667,Organism7,1286
6668,Organism7,178
6669,Organism7,279
6670,Organism7,21
6671,Organism7,801
6672,Organism7,240
6673,Organism7,1521
6674,Organism7,324
6675,Organism7,53
6676,Organism7,31
6677,Organism7,2172
6678,Organism7,238
6679,Organism7,24
6680,Organism7,391
6681,Organism7,221
6682,Organism7,310
6683,Organism7,129
6684,Organism7,28
6685,Organism7,1229
6686,Organism7,302
6687,Organism7,140
6688,Organism7,465
6689,Organism7,632
6690,Organism7,786
6691,Organism7,212
6692,Organism7,1092
6693,Organism7,191
6694,Organism7,189
6695,Organism7,31
6696,Organism7,464
6697,Organism7,38
6698,Organism7,34
6699,Organism7,689
6700,Organism7,1461
6701,Organism7,43
6702,Organism7,138
6703,Organism7,224
6704,Organism7,26
6705,Organism7,73
6706,Organism7,336
6707,Organism7,53
6708,Organism7,139
6709,Organism7,293
6710,Organism7,364
6711,Organism7,280
6712,Organism7,33
6713,Organism7,793
6714,Organism7,30
6715,Organism7,722
6716,Organism7,170
6717,Organism7,1480
6718,Organism7,320
6719,Organism7,321
6720,Organism7,273
6721,Organism7,1701
6722,Organism7,37
6723,Organism7,110
6724,Organism7,279
6725,Organism7,1022
6726,Organism7,172
6727,Organism7,142
6728,Organism7,2237
6729,Organism7,64
6730,Organism7,243
6731,Organism7,238
6732,Organism7,1022
6733,Organism7,161
6734,Organism7,300
6735,Organism7,42
6736,Organism7,293
6737,Organism7,291
6738,Organism7,101
6739,Organism7,58
6740,Organism7,59
6741,Organism7,613
6742,Organism7,197
6743,Organism7,162
6744,Organism7,24
6745,Organism7,41
6746,Organism7,837
6747,Organism7,63
6748,Organism7,165
6749,Organism7,822
6750,Organism7,49
6751,Organism7,32
6752,Organism7,325
6753,Organism7,535
6754,Organism7,626
6755,Organism7,309
6756,Organism7,745
6757,Organism7,209
6758,Organism7,307
6759,Organism7,313
6760,Organism7,2661
6761,Organism7,337
6762,Organism7,55
6763,Organism7,887
6764,Organism7,206
6765,Organism7,976
6766,Organism7,64
6767,Organism7,424
6768,Organism7,775
6769,Organism7,797
6770,Organism7,282
6771,Organism7,51
6772,Organism7,17
6773,Organism7,632
6774,Organism7,480
6775,Organism7,471
6776,Organism7,758
6777,Organism7,507
6778,Organism7,441
6779,Organism7,491
6780,Organism7,410
6781,Organism7,1258
6782,Organism7,2133
6783,Organism7,117
6784,Organism7,314
6785,Organism7,632
6786,Organism7,251
6787,Organism7,511
6788,Organism7,352
6789,Organism7,602
6790,Organism7,1726
6791,Organism7,288
6792,Organism7,333
6793,Organism7,576
6794,Organism7,68
6795,Organism7,484
6796,Organism7,341
6797,Organism7,64
6798,Organism7,1564
6799,Organism7,17
6800,Organism7,59
6801,Organism7,99
6802,Organism7,166
6803,Organism7,29
6804,Organism7,1852
6805,Organism7,25
6806,Organism7,939
6807,Organism7,250
6808,Organism7,33
6809,Organism7,73
6810,Organism7,1399
6811,Organism7,542
6812,Organism7,37
6813,Organism7,42
6814,Organism7,224
6815,Organism7,316
6816,Organism7,539
6817,Organism7,161
6818,Organism7,1194
6819,Organism7,1016
6820,Organism7,68
6821,Organism7,537
6822,Organism7,272
6823,Organism7,1693
6824,Organism7,238
6825,Organism7,26
6826,Organism7,398
6827,Organism7,732
6828,Organism7,20
6829,Organism7,357
6830,Organism7,331
6831,Organism7,777
6832,Organism7,382
6833,Organism7,715
6834,Organism7,177
6835,Organism7,25
6836,Organism7,330
6837,Organism7,53
6838,Organism7,425
6839,Organism7,37
6840,Organism7,75
6841,Organism7,115
6842,Organism7,1310
6843,Organism7,854
6844,Organism7,623
6845,Organism7,274
6846,Organism7,65
6847,Organism7,406
6848,Organism7,467
6849,Organism7,301
6850,Organism7,16
6851,Organism7,792
6852,Organism7,364
6853,Organism7,231
6854,Organism7,104
6855,Organism7,232
6856,Organism7,314
6857,Organism7,47
6858,Organism7,670
6859,Organism7,83
6860,Organism7,273
6861,Organism7,70
6862,Organism7,545
6863,Organism7,22
6864,Organism7,47
6865,Organism7,226
6866,Organism7,233
6867,Organism7,309
6868,Organism7,40
6869,Organism7,31
6870,Organism7,305
6871,Organism7,268
6872,Organism7,32
6873,Organism7,650
6874,Organism7,440
6875,Organism7,621
6876,Organism7,37
6877,Organism7,923
6878,Organism7,231
6879,Organism7,33
6880,Organism7,43
6881,Organism7,307
6882,Organism7,188
6883,Organism7,155
6884,Organism7,29
6885,Organism7,321
6886,Organism7,162
6887,Organism7,683
6888,Organism7,564
6889,Organism7,494
6890,Organism7,527
6891,Organism7,1062
6892,Organism7,716
6893,Organism7,349
6894,Organism7,28
6895,Organism7,44
6896,Organism7,1136
6897,Organism7,585
6898,Organism7,97
6899,Organism7,291
6900,Organism7,50
6901,Organism7,351
6902,Organism7,22
6903,Organism7,165
6904,Organism7,699
6905,Organism7,424
6906,Organism7,760
6907,Organism7,235
6908,Organism7,59
6909,Organism7,298
6910,Organism7,360
6911,Organism7,13
6912,Organism7,810
6913,Organism7,1699
6914,Organism7,513
6915,Organism7,326
6916,Organism7,1365
6917,Organism7,127
6918,Organism7,76
6919,Organism7,69
6920,Organism7,58
6921,Organism7,740
6922,Organism7,269
6923,Organism7,183
6924,Organism7,264
6925,Organism7,608
6926,Organism7,178
6927,Organism7,555
6928,Organism7,277
6929,Organism7,63
6930,Organism7,373
6931,Organism7,586
6932,Organism7,259
6933,Organism7,678
6934,Organism7,301
6935,Organism7,112
6936,Organism7,316
6937,Organism7,407
6938,Organism7,205
6939,Organism7,59
6940,Organism7,731
6941,Organism7,333
6942,Organism7,291
6943,Organism7,32
6944,Organism7,76
6945,Organism7,869
6946,Organism7,438
6947,Organism7,132
6948,Organism7,610
6949,Organism7,20
6950,Organism7,237
6951,Organism7,414
6952,Organism7,125
6953,Organism7,423
6954,Organism7,82
6955,Organism7,109
6956,Organism7,75
6957,Organism7,50
6958,Organism7,175
6959,Organism7,245
6960,Organism7,463
6961,Organism7,150
6962,Organism7,442
6963,Organism7,605
6964,Organism7,1624
6965,Organism7,446
6966,Organism7,300
6967,Organism7,260
6968,Organism7,561
6969,Organism7,542
6970,Organism7,806
6971,Organism7,220
6972,Organism7,226
6973,Organism7,243
6974,Organism7,362
6975,Organism7,23
6976,Organism7,324
6977,Organism7,593
6978,Organism7,260
6979,Organism7,319
6980,Organism7,249
6981,Organism7,288
6982,Organism7,291
6983,Organism7,300
6984,Organism7,2514
6985,Organism7,523
6986,Organism7,231
6987,Organism7,29
6988,Organism7,282
6989,Organism7,956
6990,Organism7,124
6991,Organism7,299
6992,Organism7,377
6993,Organism7,197
6994,Organism7,127
6995,Organism7,102
6996,Organism7,926
6997,Organism7,65
6998,Organism7,31
6999,Organism7,11
7000,Organism7,1121
7001,Organism7,1326
7002,Organism7,196
7003,Organism7,1059
7004,Organism7,297
7005,Organism7,120
7006,Organism7,306
7007,Organism7,599
7008,Organism7,53
7009,Organism7,1203
7010,Organism7,585
7011,Organism7,50
7012,Organism7,463
7013,Organism7,278
7014,Organism7,117
7015,Organism7,2261
7016,Organism7,1595
7017,Organism7,37
7018,Organism7,1097
7019,Organism7,136
7020,Organism7,167
7021,Organism7,265
7022,Organism7,1115
7023,Organism7,200
7024,Organism7,203
7025,Organism7,208
7026,Organism7,58
7027,Organism7,85
7028,Organism7,25
7029,Organism7,874
7030,Organism7,292
7031,Organism7,369
7032,Organism7,476
7033,Organism7,158
7034,Organism7,9
7035,Organism7,219
7036,Organism7,295
7037,Organism7,309
7038,Organism7,219
7039,Organism7,889
7040,Organism7,40
7041,Organism7,356
7042,Organism7,318
7043,Organism7,329
7044,Organism7,873
7045,Organism7,294
7046,Organism7,881
7047,Organism7,269
7048,Organism7,122
7049,Organism7,223
7050,Organism7,379
7051,Organism7,302
7052,Organism7,42
7053,Organism7,50
7054,Organism7,139
7055,Organism7,21
7056,Organism7,247
7057,Organism7,37
7058,Organism7,521
7059,Organism7,240
7060,Organism7,240
7061,Organism7,33
7062,Organism7,517
7063,Organism7,33
7064,Organism7,2719
7065,Organism7,236
7066,Organism7,101
7067,Organism7,42
7068,Organism7,175
7069,Organism7,10
7070,Organism7,733
7071,Organism7,2040
7072,Organism7,963
7073,Organism7,298
7074,Organism7,231
7075,Organism7,428
7076,Organism7,271
7077,Organism7,107
7078,Organism7,195
7079,Organism7,276
7080,Organism7,40
7081,Organism7,1879
7082,Organism7,89
7083,Organism7,207
7084,Organism7,412
7085,Organism7,361
7086,Organism7,328
7087,Organism7,240
7088,Organism7,908
7089,Organism7,1913
7090,Organism7,157
7091,Organism7,264
7092,Organism7,249
7093,Organism7,867
7094,Organism7,147
7095,Organism7,343
7096,Organism7,108
7097,Organism7,40
7098,Organism7,20
7099,Organism7,244
7100,Organism7,55
7101,Organism7,786
7102,Organism7,881
7103,Organism7,1171
7104,Organism7,1381
7105,Organism7,439
7106,Organism7,179
7107,Organism7,185
7108,Organism7,846
7109,Organism7,328
7110,Organism7,328
7111,Organism7,475
7112,Organism7,296
7113,Organism7,18
7114,Organism7,361
7115,Organism7,261
7116,Organism7,439
7117,Organism7,207
7118,Organism7,570
7119,Organism7,376
7120,Organism7,51
7121,Organism7,337
7122,Organism7,233
7123,Organism7,714
7124,Organism7,51
7125,Organism7,25
7126,Organism7,63
7127,Organism7,1486
7128,Organism7,118
7129,Organism7,761
7130,Organism7,126
7131,Organism7,680
7132,Organism7,276
7133,Organism7,583
7134,Organism7,64
7135,Organism7,78
7136,Organism7,21
7137,Organism7,338
7138,Organism7,262
7139,Organism7,309
7140,Organism7,510
7141,Organism7,917
7142,Organism7,276
7143,Organism7,51
7144,Organism7,414
7145,Organism7,635
7146,Organism7,309
7147,Organism7,251
7148,Organism7,465
7149,Organism7,278
7150,Organism7,108
7151,Organism7,100
7152,Organism7,247
7153,Organism7,1955
7154,Organism7,269
7155,Organism7,48
7156,Organism7,402
7157,Organism7,39
7158,Organism7,447
7159,Organism7,201
7160,Organism7,218
7161,Organism7,16
7162,Organism7,556
7163,Organism7,450
7164,Organism7,257
7165,Organism7,207
7166,Organism7,284
7167,Organism7,510
7168,Organism7,893
7169,Organism7,350
7170,Organism7,2401
7171,Organism7,908
7172,Organism7,39
7173,Organism7,50
7174,Organism7,1000
7175,Organism7,207
7176,Organism7,200
7177,Organism7,295
7178,Organism7,116
7179,Organism7,730
7180,Organism7,393
7181,Organism7,118
7182,Organism7,1286
7183,Organism7,83
7184,Organism7,67
7185,Organism7,1212
7186,Organism7,105
7187,Organism7,3569
7188,Organism7,162
7189,Organism7,34
7190,Organism7,16
7191,Organism7,80
7192,Organism7,199
7193,Organism7,683
7194,Organism7,721
7195,Organism7,66
7196,Organism7,485
7197,Organism7,319
7198,Organism7,895
7199,Organism7,338
7200,Organism7,742
7201,Organism7,298
7202,Organism7,1609
7203,Organism7,32
7204,Organism7,84
7205,Organism7,759
7206,Organism7,246
7207,Organism7,291
7208,Organism7,386
7209,Organism7,759
7210,Organism7,79
7211,Organism7,306
7212,Organism7,135
7213,Organism7,130
7214,Organism7,151
7215,Organism7,27
7216,Organism7,172
7217,Organism7,1249
7218,Organism7,882
7219,Organism7,51
7220,Organism7,1273
7221,Organism7,37
7222,Organism7,130
7223,Organism7,9
7224,Organism7,253
7225,Organism7,231
7226,Organism7,843
7227,Organism7,1049
7228,Organism7,750
7229,Organism7,326
7230,Organism7,930
7231,Organism7,316
7232,Organism7,105
7233,Organism7,52
7234,Organism7,144
7235,Organism7,421
7236,Organism7,82
7237,Organism7,171
7238,Organism7,10
7239,Organism7,192
7240,Organism7,845
7241,Organism7,338
7242,Organism7,59
7243,Organism7,318
7244,Organism7,513
7245,Organism7,732
7246,Organism7,708
7247,Organism7,336
7248,Organism7,102
7249,Organism7,36
7250,Organism7,301
7251,Organism7,198
7252,Organism7,129
7253,Organism7,473
7254,Organism7,2312
7255,Organism7,32
7256,Organism7,184
7257,Organism7,1280
7258,Organism7,293
7259,Organism7,292
7260,Organism7,128
7261,Organism7,301
7262,Organism7,1919
7263,Organism7,2446
7264,Organism7,235
7265,Organism7,347
7266,Organism7,75
7267,Organism7,16
7268,Organism7,1110
7269,Organism7,10
7270,Organism7,123
7271,Organism7,516
7272,Organism7,57
7273,Organism7,30
7274,Organism7,25
7275,Organism7,97
7276,Organism7,287
7277,Organism7,1273
7278,Organism7,2723
7279,Organism7,30
7280,Organism7,498
7281,Organism7,37
7282,Organism7,414
7283,Organism7,204
7284,Organism7,291
7285,Organism7,390
7286,Organism7,48
7287,Organism7,596
7288,Organism7,159
7289,Organism7,295
7290,Organism7,30
7291,Organism7,1730
7292,Organism7,450
7293,Organism7,34
7294,Organism7,270
7295,Organism7,1389
7296,Organism7,15
7297,Organism7,261
7298,Organism7,2227
7299,Organism7,676
7300,Organism7,323
7301,Organism7,717
7302,Organism7,1396
7303,Organism7,349
7304,Organism7,1104
7305,Organism7,328
7306,Organism7,997
7307,Organism7,287
7308,Organism7,55
7309,Organism7,8
7310,Organism7,367
7311,Organism7,702
7312,Organism7,104
7313,Organism7,603
7314,Organism7,20
7315,Organism7,785
7316,Organism7,1422
7317,Organism7,359
7318,Organism7,409
7319,Organism7,10
7320,Organism7,1192
7321,Organism7,714
7322,Organism7,502
7323,Organism7,1003
7324,Organism7,683
7325,Organism7,72
7326,Organism7,1623
7327,Organism7,46
7328,Organism7,435
7329,Organism7,245
7330,Organism7,129
7331,Organism7,304
7332,Organism7,540
7333,Organism7,76
7334,Organism7,1373
7335,Organism7,315
7336,Organism7,47
7337,Organism7,538
7338,Organism7,106
7339,Organism7,1238
7340,Organism7,224
7341,Organism7,55
7342,Organism7,440
7343,Organism7,179
7344,Organism7,278
7345,Organism7,1764
7346,Organism7,42
7347,Organism7,77
7348,Organism7,200
7349,Organism7,463
7350,Organism7,267
7351,Organism7,203
7352,Organism7,773
7353,Organism7,264
7354,Organism7,1604
7355,Organism7,118
7356,Organism7,307
7357,Organism7,464
7358,Organism7,451
7359,Organism7,154
7360,Organism7,18
7361,Organism7,122
7362,Organism7,404
7363,Organism7,884
7364,Organism7,411
7365,Organism7,401
7366,Organism7,515
7367,Organism7,659
7368,Organism7,165
7369,Organism7,272
7370,Organism7,461
7371,Organism7,311
7372,Organism7,156
7373,Organism7,292
7374,Organism7,135
7375,Organism7,49
7376,Organism7,110
7377,Organism7,290
7378,Organism7,508
7379,Organism7,195
7380,Organism7,655
7381,Organism7,130
7382,Organism7,661
7383,Organism7,103
7384,Organism7,3759
7385,Organism7,179
7386,Organism7,70
7387,Organism7,337
7388,Organism7,20
7389,Organism7,1150
7390,Organism7,1583
7391,Organism7,811
7392,Organism7,20
7393,Organism7,79
7394,Organism7,307
7395,Organism7,326
7396,Organism7,21
7397,Organism7,213
7398,Organism7,378
7399,Organism7,160
7400,Organism7,25
7401,Organism7,283
7402,Organism7,46
7403,Organism7,294
7404,Organism7,350
7405,Organism7,1159
7406,Organism7,256
7407,Organism7,37
7408,Organism7,124
7409,Organism7,463
7410,Organism7,218
7411,Organism7,732
7412,Organism7,105
7413,Organism7,205
7414,Organism7,519
7415,Organism7,312
7416,Organism7,62
7417,Organism7,299
7418,Organism7,470
7419,Organism7,41
7420,Organism7,1496
7421,Organism7,116
7422,Organism7,1593
7423,Organism7,218
7424,Organism7,491
7425,Organism7,250
7426,Organism7,1510
7427,Organism7,156
7428,Organism7,311
7429,Organism7,773
7430,Organism7,160
7431,Organism7,23
7432,Organism7,478
7433,Organism7,139
7434,Organism7,765
7435,Organism7,1268
7436,Organism7,826
7437,Organism7,384
7438,Organism7,514
7439,Organism7,366
7440,Organism7,297
7441,Organism7,919
7442,Organism7,1641
7443,Organism7,266
7444,Organism7,301
7445,Organism7,653
7446,Organism7,135
7447,Organism7,1404
7448,Organism7,12
7449,Organism7,162
7450,Organism7,23
7451,Organism7,326
7452,Organism7,95
7453,Organism7,689
7454,Organism7,2958
7455,Organism7,153
7456,Organism7,1147
7457,Organism7,973
7458,Organism7,278
7459,Organism7,31
7460,Organism7,853
7461,Organism7,2302
7462,Organism7,519
7463,Organism7,659
7464,Organism7,340
7465,Organism7,1976
7466,Organism7,800
7467,Organism7,70
7468,Organism7,1197
7469,Organism7,30
7470,Organism7,220
7471,Organism7,31
7472,Organism7,29
7473,Organism7,901
7474,Organism7,595
7475,Organism7,507
7476,Organism7,144
7477,Organism7,273
7478,Organism7,280
7479,Organism7,463
7480,Organism7,77
7481,Organism7,973
7482,Organism7,1152
7483,Organism7,44
7484,Organism7,79
7485,Organism7,25
7486,Organism7,735
7487,Organism7,303
7488,Organism7,1064
7489,Organism7,88
7490,Organism7,549
7491,Organism7,445
7492,Organism7,325
7493,Organism7,128
7494,Organism7,29
7495,Organism7,369
7496,Organism7,317
7497,Organism7,996
7498,Organism7,307
7499,Organism7,308
7500,Organism7,298
7501,Organism7,169
7502,Organism7,517
7503,Organism7,42
7504,Organism7,62
7505,Organism7,114
7506,Organism7,50
7507,Organism7,20
7508,Organism7,236
7509,Organism7,173
7510,Organism7,115
7511,Organism7,28
7512,Organism7,540
7513,Organism7,24
7514,Organism7,201
7515,Organism7,682
7516,Organism7,223
7517,Organism7,334
7518,Organism7,20
7519,Organism7,25
7520,Organism7,219
7521,Organism7,26
7522,Organism7,491
7523,Organism7,138
7524,Organism7,251
7525,Organism7,30
7526,Organism7,307
7527,Organism7,28
7528,Organism7,57
7529,Organism7,22
7530,Organism7,30
7531,Organism7,20
7532,Organism7,94
7533,Organism7,37
7534,Organism7,34
7535,Organism7,43
7536,Organism7,13
7537,Organism7,34
7538,Organism7,29
7539,Organism7,25
7540,Organism7,59
7541,Organism7,60
7542,Organism7,86
7543,Organism7,1654
7544,Organism7,419
7545,Organism7,850
7546,Organism7,205
7547,Organism7,2340
7548,Organism7,615
7549,Organism7,903
7550,Organism7,305
7551,Organism7,38
7552,Organism7,16
7553,Organism7,30
7554,Organism7,52
7555,Organism7,473
7556,Organism7,502
7557,Organism7,318
7558,Organism7,1201
7559,Organism7,174
7560,Organism7,1124
7561,Organism7,774
7562,Organism7,608
7563,Organism7,484
7564,Organism7,135
7565,Organism7,674
7566,Organism7,304
7567,Organism7,430
7568,Organism7,294
7569,Organism7,94
7570,Organism7,400
7571,Organism7,292
7572,Organism7,376
7573,Organism7,573
7574,Organism7,302
7575,Organism7,434
7576,Organism7,1139
7577,Organism7,802
7578,Organism7,256
7579,Organism7,433
7580,Organism7,804
7581,Organism7,294
7582,Organism7,391
7583,Organism7,1939
7584,Organism7,55
7585,Organism7,869
7586,Organism7,1518
7587,Organism7,327
7588,Organism7,377
7589,Organism7,181
7590,Organism7,21
7591,Organism7,163
7592,Organism7,459
7593,Organism7,44
7594,Organism7,635
7595,Organism7,424
7596,Organism7,233
7597,Organism7,20
7598,Organism7,727
7599,Organism7,505
7600,Organism7,516
7601,Organism7,1535
7602,Organism7,187
7603,Organism7,36
7604,Organism7,119
7605,Organism7,308
7606,Organism7,22
7607,Organism7,254
7608,Organism7,365
7609,Organism7,24
7610,Organism7,170
7611,Organism7,320
7612,Organism7,184
7613,Organism7,266
7614,Organism7,540
7615,Organism7,53
7616,Organism7,138
7617,Organism7,183
7618,Organism7,9
7619,Organism7,1967
7620,Organism7,849
7621,Organism7,182
7622,Organism7,23
7623,Organism7,271
7624,Organism7,297
7625,Organism7,309
7626,Organism7,65
7627,Organism7,298
7628,Organism7,317
7629,Organism7,483
7630,Organism7,1768
7631,Organism7,109
7632,Organism7,107
7633,Organism7,412
7634,Organism7,414
7635,Organism7,796
7636,Organism7,454
7637,Organism7,988
7638,Organism7,185
7639,Organism7,49
7640,Organism7,493
7641,Organism7,488
7642,Organism7,572
7643,Organism7,497
7644,Organism7,492
7645,Organism7,464
7646,Organism7,301
7647,Organism7,25
7648,Organism7,435
7649,Organism7,33
7650,Organism7,600
7651,Organism7,418
7652,Organism7,759
7653,Organism7,207
7654,Organism7,241
7655,Organism7,535
7656,Organism7,21
7657,Organism7,1040
7658,Organism7,214
7659,Organism7,719
7660,Organism7,842
7661,Organism7,537
7662,Organism7,272
7663,Organism7,35
7664,Organism7,42
7665,Organism7,177
7666,Organism7,739
7667,Organism7,51
7668,Organism7,328
7669,Organism7,1227
7670,Organism7,331
7671,Organism7,302
7672,Organism7,326
7673,Organism7,24
7674,Organism7,266
7675,Organism7,1947
7676,Organism7,150
7677,Organism7,87
7678,Organism7,284
7679,Organism7,166
7680,Organism7,867
7681,Organism7,108
7682,Organism7,40
7683,Organism7,322
7684,Organism7,279
7685,Organism7,265
7686,Organism7,394
7687,Organism7,323
7688,Organism7,39
7689,Organism7,284
7690,Organism7,356
7691,Organism7,226
7692,Organism7,364
7693,Organism7,275
7694,Organism7,160
7695,Organism7,23
7696,Organism7,936
7697,Organism7,307
7698,Organism7,158
7699,Organism7,330
7700,Organism7,1083
7701,Organism7,300
7702,Organism7,880
7703,Organism7,903
7704,Organism7,549
7705,Organism7,588
7706,Organism7,531
7707,Organism7,333
7708,Organism7,332
7709,Organism7,91
7710,Organism7,570
7711,Organism7,585
7712,Organism7,24
7713,Organism7,395
7714,Organism7,1297
7715,Organism7,504
7716,Organism7,395
7717,Organism7,278
7718,Organism7,221
7719,Organism7,232
7720,Organism7,762
7721,Organism7,180
7722,Organism7,694
7723,Organism7,399
7724,Organism7,436
7725,Organism7,175
7726,Organism7,779
7727,Organism7,742
7728,Organism7,290
7729,Organism7,1533
7730,Organism7,505
7731,Organism7,459
7732,Organism7,604
7733,Organism7,930
7734,Organism7,57
7735,Organism7,1120
7736,Organism7,227
7737,Organism7,172
7738,Organism7,220
7739,Organism7,112
0,Organism8,358
1,Organism8,828
2,Organism8,436
3,Organism8,264
4,Organism8,249
5,Organism8,672
6,Organism8,705
7,Organism8,250
8,Organism8,159
9,Organism8,383
